,date,station_uuid,diesel,e5,e10,dieselchange,e5change,e10change
79255,2019-10-26 10:53:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
122765,2019-10-26 13:21:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.439,1.419,1,1,1
132260,2019-10-26 13:57:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
145324,2019-10-26 14:37:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
160367,2019-10-26 15:41:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
168103,2019-10-26 16:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
170828,2019-10-26 16:17:09+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
185854,2019-10-26 17:06:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.399,1.379,1,1,1
192029,2019-10-26 17:25:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
215996,2019-10-26 19:09:05+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
227671,2019-10-26 20:09:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.379,1.359,1,0,0
229826,2019-10-26 20:33:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,0,1,1
231132,2019-10-26 20:49:03+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.349,1.329,1,1,1
236719,2019-10-26 22:05:04+02,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
14470,2019-10-27 06:57:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.359,1.509,1.489,1,1,1
29285,2019-10-27 08:09:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.329,1.449,1.429,1,1,1
39996,2019-10-27 08:57:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.439,1.419,1,1,1
44889,2019-10-27 09:17:03+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.429,1.409,1,1,1
50039,2019-10-27 09:37:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
54240,2019-10-27 09:57:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
61779,2019-10-27 10:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.429,1.409,1,1,1
76583,2019-10-27 11:04:28+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
93942,2019-10-27 12:09:03+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.359,1.339,1,1,1
113569,2019-10-27 13:21:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
122691,2019-10-27 13:57:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
134124,2019-10-27 14:33:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
139219,2019-10-27 14:57:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.359,1.339,1,1,1
164283,2019-10-27 16:33:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.399,1.379,3,3,3
191520,2019-10-27 17:12:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,3,3,3
196367,2019-10-27 17:25:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
201419,2019-10-27 17:45:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.359,1.339,1,1,1
234442,2019-10-27 21:21:06+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.349,1.329,1,1,1
239120,2019-10-27 22:05:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
7046,2019-10-28 05:17:03+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.359,1.509,1.489,1,1,1
36227,2019-10-28 08:09:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
58448,2019-10-28 09:33:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
72009,2019-10-28 10:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
83990,2019-10-28 10:53:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.419,1.399,1,1,1
92269,2019-10-28 11:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
124462,2019-10-28 13:17:21+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
139595,2019-10-28 14:05:17+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
150810,2019-10-28 14:40:08+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,1,1
158055,2019-10-28 15:17:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.349,1.329,1,1,1
174636,2019-10-28 16:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.389,1.369,1,1,1
189430,2019-10-28 17:05:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,1,0,0
197829,2019-10-28 17:29:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
202843,2019-10-28 17:49:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,0,1,1
6761,2019-10-29 05:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.369,1.519,1.499,1,1,1
25477,2019-10-29 07:41:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.339,1.489,1.469,1,1,1
61722,2019-10-29 09:45:14+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
126424,2019-10-29 13:20:23+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.319,1.449,1.429,1,1,1
144790,2019-10-29 14:18:29+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
164630,2019-10-29 15:37:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
175618,2019-10-29 16:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.299,1.429,1.409,1,1,1
194703,2019-10-29 17:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,1,1
241035,2019-10-29 22:05:07+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.399,1.379,1,1,1
6210,2019-10-30 05:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.369,1.519,1.499,1,1,1
36663,2019-10-30 08:13:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.409,1.389,1,1,1
61419,2019-10-30 10:05:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
135625,2019-10-30 15:20:09+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.379,1.359,0,1,1
150581,2019-10-30 16:25:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.419,1.399,1,1,1
162045,2019-10-30 17:09:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.389,1.369,1,1,1
166211,2019-10-30 17:25:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.389,1.369,1,0,0
198077,2019-10-30 20:17:13+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.379,1.359,1,1,1
202728,2019-10-30 20:57:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.359,1.339,1,1,1
204072,2019-10-30 21:17:06+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.349,1.329,1,1,1
209335,2019-10-30 22:05:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
6765,2019-10-31 05:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.369,1.519,1.499,1,1,1
35798,2019-10-31 08:09:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
61517,2019-10-31 09:53:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.239,1.369,1.349,1,1,1
72485,2019-10-31 10:21:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.419,1.399,1,1,1
82517,2019-10-31 10:57:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.259,1.379,1.359,1,1,1
127527,2019-10-31 13:21:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.309,1.429,1.409,1,1,1
137182,2019-10-31 13:57:06+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.289,1.409,1.389,1,1,1
161409,2019-10-31 15:20:07+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.369,1.349,1,1,1
169751,2019-10-31 15:57:06+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.359,1.339,1,1,1
177802,2019-10-31 16:17:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.399,1.379,1,1,1
192837,2019-10-31 17:05:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.269,1.389,1.369,0,1,1
199746,2019-10-31 17:25:05+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.249,1.389,1.369,1,0,0
217438,2019-10-31 18:45:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.359,1.339,1,1,1
236041,2019-10-31 20:15:44+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.229,1.359,1.339,1,1,1
236599,2019-10-31 20:17:10+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.219,1.349,1.329,1,1,1
237203,2019-10-31 20:21:09+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.219,1.349,1.329,1,1,1
246752,2019-10-31 22:05:04+01,16f07bfd-0bde-4126-a393-ea8a7d053283,1.279,1.409,1.389,1,1,1
