,date,station_uuid,diesel,e5,e10,dieselchange,e5change,e10change
243749,2019-10-22 22:01:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
4174,2019-10-23 05:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
29885,2019-10-23 07:53:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.399,1.379,1,1,1
53762,2019-10-23 09:18:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.379,1.359,1,1,1
55140,2019-10-23 09:22:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.379,1.359,1,0,0
63176,2019-10-23 10:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.439,1.419,1,1,1
66933,2019-10-23 10:02:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.439,1.419,1,0,0
86847,2019-10-23 11:04:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.389,1.369,1,1,1
88837,2019-10-23 11:07:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.379,1.359,1,1,1
109372,2019-10-23 12:18:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
120115,2019-10-23 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
141471,2019-10-23 14:05:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.379,1.359,1,1,1
163697,2019-10-23 15:19:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
175822,2019-10-23 16:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
195177,2019-10-23 17:06:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.369,1.349,1,1,1
215130,2019-10-23 18:20:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
222678,2019-10-23 19:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
237762,2019-10-23 19:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
249594,2019-10-23 22:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
4778,2019-10-24 05:11:10+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
30274,2019-10-24 07:52:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
50361,2019-10-24 08:59:07+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.419,1.399,1,1,1
56237,2019-10-24 09:21:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.399,1.379,1,1,1
57347,2019-10-24 09:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
65659,2019-10-24 10:00:06+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.449,1.429,1,1,1
89534,2019-10-24 11:05:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.379,1.359,1,1,1
111551,2019-10-24 12:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
119702,2019-10-24 13:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
141338,2019-10-24 14:04:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.379,1.359,1,1,1
162754,2019-10-24 15:19:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
173366,2019-10-24 16:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
192633,2019-10-24 17:04:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.379,1.359,1,1,1
209044,2019-10-24 18:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
218681,2019-10-24 19:00:06+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
230903,2019-10-24 19:54:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
4123,2019-10-25 05:01:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.389,1.549,1.529,1,1,1
31401,2019-10-25 07:54:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
55041,2019-10-25 09:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.359,1.339,1,1,1
68257,2019-10-25 10:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.419,1.399,1,1,1
89716,2019-10-25 11:08:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
111258,2019-10-25 12:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,1,1
121798,2019-10-25 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
143604,2019-10-25 14:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
161872,2019-10-25 15:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
172985,2019-10-25 16:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
211336,2019-10-25 18:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
217938,2019-10-25 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
231914,2019-10-25 19:54:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
240908,2019-10-25 22:00:06+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
16969,2019-10-26 07:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.369,1.529,1.509,1,1,1
50302,2019-10-26 09:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.349,1.329,1,1,1
61285,2019-10-26 10:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.409,1.389,1,1,1
83857,2019-10-26 11:07:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
104431,2019-10-26 12:22:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
113974,2019-10-26 13:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
136134,2019-10-26 14:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
155654,2019-10-26 15:22:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
163506,2019-10-26 16:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
204263,2019-10-26 18:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
211149,2019-10-26 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
224689,2019-10-26 19:53:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
233862,2019-10-26 22:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
15317,2019-10-27 07:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.369,1.529,1.509,1,1,1
38042,2019-10-27 08:51:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.359,1.339,1,1,1
45724,2019-10-27 09:20:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.339,1.319,1,1,1
55183,2019-10-27 10:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.399,1.379,1,1,1
78136,2019-10-27 11:08:23+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,0,0
97337,2019-10-27 12:23:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
104075,2019-10-27 13:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
130905,2019-10-27 14:22:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
144255,2019-10-27 15:22:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
151353,2019-10-27 16:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
171129,2019-10-27 16:33:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,3,3,3
190933,2019-10-27 17:12:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,3,3,3
208389,2019-10-27 18:23:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
214543,2019-10-27 19:00:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
227600,2019-10-27 19:56:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
237543,2019-10-27 22:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
982,2019-10-28 05:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.399,1.559,1.539,1,1,1
30223,2019-10-28 07:51:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.409,1.389,1,1,1
55447,2019-10-28 09:23:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.369,1.349,1,1,1
66849,2019-10-28 10:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.429,1.409,1,1,1
88191,2019-10-28 11:06:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
109066,2019-10-28 12:20:07+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
119577,2019-10-28 13:00:20+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
139857,2019-10-28 14:06:18+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
160543,2019-10-28 15:23:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
169042,2019-10-28 16:01:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
209197,2019-10-28 18:22:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
215911,2019-10-28 19:01:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
229175,2019-10-28 19:53:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
240055,2019-10-28 22:01:06+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
4734,2019-10-29 05:08:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.399,1.559,1.539,1,1,1
29726,2019-10-29 07:51:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
54991,2019-10-29 09:20:12+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.359,1.339,1,1,1
67261,2019-10-29 10:00:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.419,1.399,1,1,1
68050,2019-10-29 10:01:10+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.419,1.399,1,0,0
87843,2019-10-29 11:07:14+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
107807,2019-10-29 12:17:20+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.349,1.329,1,1,1
120032,2019-10-29 13:01:29+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
140490,2019-10-29 14:07:28+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
141639,2019-10-29 14:08:30+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,0,0
161045,2019-10-29 15:22:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.349,1.329,1,1,1
170243,2019-10-29 16:01:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
191560,2019-10-29 17:09:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.389,1.369,1,0,0
209016,2019-10-29 18:22:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.349,1.329,1,1,1
217944,2019-10-29 19:01:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
228364,2019-10-29 19:51:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.349,1.329,1,1,1
238360,2019-10-29 22:00:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.409,1.389,1,1,1
693,2019-10-30 05:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.389,1.559,1.539,1,1,1
31137,2019-10-30 07:54:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.349,1.469,1.449,1,1,1
35392,2019-10-30 08:10:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
50604,2019-10-30 09:21:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.369,1.349,1,1,1
58999,2019-10-30 10:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.429,1.409,1,1,1
77637,2019-10-30 11:08:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
93787,2019-10-30 12:20:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.369,1.349,1,1,1
101331,2019-10-30 13:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.429,1.409,1,1,1
119503,2019-10-30 14:06:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
134825,2019-10-30 15:18:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.369,1.349,0,1,1
143054,2019-10-30 16:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.409,1.389,1,1,1
160910,2019-10-30 17:07:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
175681,2019-10-30 18:17:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.369,1.349,0,1,1
181740,2019-10-30 19:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.409,1.389,1,1,1
193990,2019-10-30 19:53:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.369,1.349,1,1,1
196474,2019-10-30 20:08:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.369,1.349,1,0,0
206914,2019-10-30 22:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.429,1.409,1,1,1
975,2019-10-31 05:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.389,1.559,1.539,1,1,1
31830,2019-10-31 07:56:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
54672,2019-10-31 09:24:06+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.359,1.339,1,1,1
63165,2019-10-31 10:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.419,1.399,1,1,1
86500,2019-10-31 11:08:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
98032,2019-10-31 11:40:03+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.399,1.379,1,0,0
108748,2019-10-31 12:19:09+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,1,1
119980,2019-10-31 13:00:11+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
140687,2019-10-31 14:08:08+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
150854,2019-10-31 14:36:09+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.389,1.369,1,1,1
163017,2019-10-31 15:24:06+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,1,1
172061,2019-10-31 16:00:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
193415,2019-10-31 17:07:05+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.399,1.379,1,0,0
211633,2019-10-31 18:19:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,1,1
219493,2019-10-31 19:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
232306,2019-10-31 19:51:11+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,1,1
243723,2019-10-31 22:00:04+01,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
